datetime,site,geometry,SWE,SWE_units,AVG AIR TEMP,AVG AIR TEMP_units,SNOWDEPTH,SNOWDEPTH_units,PRECIPITATION,PRECIPITATION_units,datasource
2021-03-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),13.4,in,31.82,degF,50.0,in,0.0,in,NRCS
2021-03-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),13.4,in,15.62,degF,47.0,in,0.0,in,NRCS
2021-03-31 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),13.4,in,21.56,degF,47.0,in,0.0,in,NRCS
2021-04-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),13.0,in,35.6,degF,46.0,in,0.0,in,NRCS
2021-04-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.9,in,39.92,degF,45.0,in,0.0,in,NRCS
2021-04-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.6,in,39.2,degF,42.0,in,0.0,in,NRCS
2021-04-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.5,in,42.98,degF,40.0,in,0.0,in,NRCS
2021-04-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.4,in,43.88,degF,38.0,in,0.0,in,NRCS
2021-04-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.0,in,26.42,degF,37.0,in,0.0,in,NRCS
2021-04-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.8,in,29.84,degF,37.0,in,0.0,in,NRCS
2021-04-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.7,in,36.32,degF,35.0,in,0.0,in,NRCS
2021-04-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.5,in,28.22,degF,34.0,in,0.1,in,NRCS
2021-04-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.6,in,33.44,degF,33.0,in,0.0,in,NRCS
2021-04-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.5,in,35.24,degF,32.0,in,0.0,in,NRCS
2021-04-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.3,in,33.26,degF,30.0,in,0.0,in,NRCS
2021-04-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.8,in,34.34,degF,30.0,in,0.0,in,NRCS
2021-04-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.6,in,37.04,degF,29.0,in,0.0,in,NRCS
2021-04-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.5,in,25.34,degF,29.0,in,0.2,in,NRCS
2021-04-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.7,in,19.94,degF,32.0,in,0.2,in,NRCS
2021-04-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.9,in,20.3,degF,34.0,in,0.0,in,NRCS
2021-04-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.9,in,25.16,degF,33.0,in,0.0,in,NRCS
2021-04-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.9,in,29.84,degF,33.0,in,0.0,in,NRCS
2021-04-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.9,in,21.2,degF,32.0,in,0.0,in,NRCS
2021-04-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.7,in,33.26,degF,29.0,in,0.0,in,NRCS
2021-04-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.5,in,30.56,degF,28.0,in,0.0,in,NRCS
2021-04-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.4,in,30.74,degF,27.0,in,0.0,in,NRCS
2021-04-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.1,in,37.22,degF,26.0,in,0.0,in,NRCS
2021-04-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.4,in,41.72,degF,23.0,in,0.0,in,NRCS
2021-04-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.8,in,36.68,degF,21.0,in,0.0,in,NRCS
2021-04-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.7,in,28.76,degF,22.0,in,0.1,in,NRCS
2021-04-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.8,in,32.36,degF,24.0,in,0.2,in,NRCS
2021-04-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.7,in,40.64,degF,22.0,in,0.0,in,NRCS
2021-04-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.1,in,45.86,degF,19.0,in,0.0,in,NRCS
2021-05-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.2,in,48.2,degF,18.0,in,0.0,in,NRCS
2021-05-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.5,in,38.84,degF,16.0,in,0.0,in,NRCS
2021-05-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.1,in,30.02,degF,15.0,in,1.5,in,NRCS
2021-05-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.4,in,30.74,degF,28.0,in,0.6,in,NRCS
2021-05-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.4,in,36.68,degF,23.0,in,0.0,in,NRCS
2021-05-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.0,in,43.52,degF,18.0,in,0.0,in,NRCS
2021-05-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.4,in,49.28,degF,15.0,in,0.0,in,NRCS
2021-05-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),5.7,in,38.84,degF,13.0,in,0.0,in,NRCS
2021-05-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.8,in,32.72,degF,11.0,in,0.0,in,NRCS
2021-05-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.4,in,29.84,degF,10.0,in,0.1,in,NRCS
2021-05-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.5,in,29.66,degF,9.0,in,0.0,in,NRCS
2021-05-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.3,in,35.96,degF,10.0,in,0.5,in,NRCS
2021-05-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.5,in,44.96,degF,7.0,in,0.0,in,NRCS
2021-05-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),2.5,in,46.76,degF,4.0,in,0.0,in,NRCS
2021-05-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,48.56,degF,0.0,in,0.0,in,NRCS
2021-05-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.7,in,47.84,degF,0.0,in,0.0,in,NRCS
2021-05-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.1,in,39.2,degF,0.0,in,0.0,in,NRCS
2021-05-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.1,in,41.9,degF,0.0,in,0.0,in,NRCS
2021-05-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.1,in,47.48,degF,0.0,in,0.2,in,NRCS
2021-05-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.28,degF,0.0,in,0.0,in,NRCS
2021-05-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,38.66,degF,0.0,in,0.3,in,NRCS
2021-05-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,41.72,degF,0.0,in,0.5,in,NRCS
2021-05-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,35.6,degF,0.0,in,0.0,in,NRCS
2021-05-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,36.86,degF,0.0,in,0.1,in,NRCS
2021-05-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,42.44,degF,0.0,in,0.3,in,NRCS
2021-05-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,45.86,degF,0.0,in,0.0,in,NRCS
2021-05-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,45.5,degF,0.0,in,0.0,in,NRCS
2021-05-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,48.38,degF,0.0,in,0.0,in,NRCS
2021-05-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.1,degF,0.0,in,0.0,in,NRCS
2021-05-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,44.06,degF,0.0,in,0.0,in,NRCS
2021-05-31 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,44.42,degF,0.0,in,0.0,in,NRCS
2021-06-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,47.66,degF,0.0,in,0.0,in,NRCS
2021-06-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,51.26,degF,0.0,in,0.0,in,NRCS
2021-06-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.04,degF,0.0,in,0.0,in,NRCS
2021-06-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,59.36,degF,0.0,in,0.0,in,NRCS
2021-06-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.82,degF,0.0,in,0.0,in,NRCS
2021-06-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.92,degF,0.0,in,0.0,in,NRCS
2021-06-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.46,degF,0.0,in,0.0,in,NRCS
2021-06-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.04,degF,0.0,in,0.0,in,NRCS
2021-06-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.82,degF,0.0,in,0.0,in,NRCS
2021-06-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,56.12,degF,0.0,in,0.0,in,NRCS
2021-06-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,54.32,degF,0.0,in,0.0,in,NRCS
2021-06-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,59.54,degF,0.0,in,0.0,in,NRCS
2021-06-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,62.24,degF,0.0,in,0.0,in,NRCS
2021-06-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,62.96,degF,0.0,in,0.0,in,NRCS
2021-06-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,64.22,degF,0.0,in,0.0,in,NRCS
2021-06-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,65.66,degF,0.0,in,0.0,in,NRCS
2021-06-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,66.56,degF,0.0,in,0.0,in,NRCS
2021-06-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,62.6,degF,0.0,in,0.0,in,NRCS
2021-06-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.92,degF,0.0,in,0.0,in,NRCS
2021-06-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,60.98,degF,0.0,in,0.0,in,NRCS
2021-06-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.56,degF,0.0,in,0.0,in,NRCS
2021-06-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,62.24,degF,0.0,in,0.0,in,NRCS
2021-06-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.04,degF,0.0,in,0.0,in,NRCS
2021-06-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,48.2,degF,0.0,in,0.0,in,NRCS
2021-06-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,46.04,degF,0.0,in,0.0,in,NRCS
2021-06-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,44.96,degF,0.0,in,0.0,in,NRCS
2021-06-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,47.3,degF,0.0,in,0.0,in,NRCS
2021-06-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.46,degF,0.0,in,0.0,in,NRCS
2021-06-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.28,degF,0.0,in,0.0,in,NRCS
2021-06-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,50.0,degF,0.0,in,0.0,in,NRCS
2021-07-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,52.52,degF,0.0,in,0.0,in,NRCS
2021-07-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.74,degF,0.0,in,0.0,in,NRCS
2021-07-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,60.08,degF,0.0,in,0.0,in,NRCS
2021-07-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,62.96,degF,0.0,in,0.0,in,NRCS
2021-07-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,61.52,degF,0.0,in,0.0,in,NRCS
2021-07-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,59.9,degF,0.0,in,0.0,in,NRCS
2021-07-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,62.6,degF,0.0,in,0.0,in,NRCS
2021-07-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,66.2,degF,0.0,in,0.0,in,NRCS
2021-07-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,68.9,degF,0.0,in,0.0,in,NRCS
2021-07-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,62.78,degF,0.0,in,0.0,in,NRCS
2021-07-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,60.98,degF,0.0,in,0.0,in,NRCS
2021-07-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,63.86,degF,0.0,in,0.0,in,NRCS
2021-07-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,59.9,degF,0.0,in,0.0,in,NRCS
2021-07-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,52.52,degF,0.0,in,0.0,in,NRCS
2021-07-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.38,degF,0.0,in,0.0,in,NRCS
2021-07-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.94,degF,0.0,in,0.0,in,NRCS
2021-07-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.82,degF,0.0,in,0.0,in,NRCS
2021-07-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,63.32,degF,0.0,in,0.0,in,NRCS
2021-07-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.46,degF,0.0,in,0.8,in,NRCS
2021-07-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.74,degF,0.0,in,0.5,in,NRCS
2021-07-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.46,degF,0.0,in,0.0,in,NRCS
2021-07-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.46,degF,0.0,in,0.1,in,NRCS
2021-07-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.92,degF,0.0,in,0.0,in,NRCS
2021-07-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,54.32,degF,0.0,in,1.2,in,NRCS
2021-07-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.04,degF,0.0,in,0.7,in,NRCS
2021-07-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.22,degF,0.0,in,0.5,in,NRCS
2021-07-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.02,degF,0.0,in,0.0,in,NRCS
2021-07-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,56.12,degF,0.0,in,2.0,in,NRCS
2021-07-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.82,degF,0.0,in,0.4,in,NRCS
2021-07-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,56.84,degF,0.0,in,0.2,in,NRCS
2021-07-31 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.96,degF,0.0,in,0.1,in,NRCS
2021-08-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,52.16,degF,0.0,in,0.5,in,NRCS
2021-08-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,50.9,degF,0.0,in,0.4,in,NRCS
2021-08-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,52.16,degF,0.0,in,0.0,in,NRCS
2021-08-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.42,degF,0.0,in,0.1,in,NRCS
2021-08-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.46,degF,0.0,in,0.0,in,NRCS
2021-08-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,60.08,degF,0.0,in,0.0,in,NRCS
2021-08-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,50.36,degF,0.0,in,0.0,in,NRCS
2021-08-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,54.68,degF,0.0,in,0.0,in,NRCS
2021-08-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.46,degF,0.0,in,0.0,in,NRCS
2021-08-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.74,degF,0.0,in,0.0,in,NRCS
2021-08-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.74,degF,0.0,in,0.0,in,NRCS
2021-08-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,60.08,degF,0.0,in,0.0,in,NRCS
2021-08-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,63.68,degF,0.0,in,0.0,in,NRCS
2021-08-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,61.7,degF,0.0,in,0.0,in,NRCS
2021-08-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,60.44,degF,0.0,in,0.0,in,NRCS
2021-08-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.02,degF,0.0,in,0.0,in,NRCS
2021-08-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,59.36,degF,0.0,in,0.0,in,NRCS
2021-08-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,50.9,degF,0.0,in,0.7,in,NRCS
2021-08-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,40.1,degF,0.0,in,1.4,in,NRCS
2021-08-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,40.64,degF,0.0,in,0.0,in,NRCS
2021-08-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.46,degF,0.0,in,0.1,in,NRCS
2021-08-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.42,degF,0.0,in,0.0,in,NRCS
2021-08-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.58,degF,0.0,in,0.1,in,NRCS
2021-08-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.4,degF,0.0,in,0.0,in,NRCS
2021-08-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.58,degF,0.0,in,0.0,in,NRCS
2021-08-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.6,degF,0.0,in,0.0,in,NRCS
2021-08-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,56.12,degF,0.0,in,0.0,in,NRCS
2021-08-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.38,degF,0.0,in,0.0,in,NRCS
2021-08-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.58,degF,0.0,in,0.1,in,NRCS
2021-08-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.22,degF,0.0,in,0.0,in,NRCS
2021-08-31 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,57.92,degF,0.0,in,0.0,in,NRCS
2021-09-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.28,degF,0.0,in,0.4,in,NRCS
2021-09-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.1,degF,0.0,in,0.0,in,NRCS
2021-09-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.46,degF,0.0,in,0.0,in,NRCS
2021-09-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,49.82,degF,0.0,in,0.0,in,NRCS
2021-09-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,51.08,degF,0.0,in,0.0,in,NRCS
2021-09-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.96,degF,0.0,in,0.0,in,NRCS
2021-09-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.76,degF,0.0,in,0.0,in,NRCS
2021-09-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.58,degF,0.0,in,0.0,in,NRCS
2021-09-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,56.84,degF,0.0,in,0.0,in,NRCS
2021-09-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,58.82,degF,0.0,in,0.0,in,NRCS
2021-09-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,56.48,degF,0.0,in,0.0,in,NRCS
2021-09-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,52.7,degF,0.0,in,0.1,in,NRCS
2021-09-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,55.4,degF,0.0,in,0.0,in,NRCS
2021-09-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.24,degF,0.0,in,0.0,in,NRCS
2021-09-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.24,degF,0.0,in,0.0,in,NRCS
2021-09-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,53.06,degF,0.0,in,0.0,in,NRCS
2021-09-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,51.62,degF,0.0,in,0.0,in,NRCS
2021-09-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,50.36,degF,0.0,in,0.5,in,NRCS
2021-09-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,46.58,degF,0.0,in,0.0,in,NRCS
2021-09-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,36.68,degF,0.0,in,0.0,in,NRCS
2021-09-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,37.76,degF,0.0,in,0.0,in,NRCS
2021-09-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,45.68,degF,0.0,in,0.1,in,NRCS
2021-09-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,48.38,degF,0.0,in,0.0,in,NRCS
2021-09-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,47.3,degF,0.0,in,0.0,in,NRCS
