datetime,site,geometry,SWE,SWE_units,AVG AIR TEMP,AVG AIR TEMP_units,SNOWDEPTH,SNOWDEPTH_units,PRECIPITATION,PRECIPITATION_units,datasource
2020-11-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.0,in,34.16,degF,0.0,in,0.4,in,NRCS
2020-11-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.4,in,18.86,degF,4.0,in,0.1,in,NRCS
2020-11-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.5,in,15.26,degF,5.0,in,0.4,in,NRCS
2020-11-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.9,in,12.38,degF,6.0,in,0.0,in,NRCS
2020-11-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),0.9,in,15.44,degF,5.0,in,0.1,in,NRCS
2020-11-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.0,in,19.4,degF,5.0,in,0.0,in,NRCS
2020-11-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.0,in,25.34,degF,5.0,in,0.2,in,NRCS
2020-11-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.2,in,15.98,degF,6.0,in,0.1,in,NRCS
2020-11-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.3,in,27.14,degF,7.0,in,0.2,in,NRCS
2020-11-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,33.98,degF,7.0,in,0.0,in,NRCS
2020-11-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,39.92,degF,5.0,in,0.0,in,NRCS
2020-11-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,41.0,degF,5.0,in,0.0,in,NRCS
2020-11-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,34.7,degF,4.0,in,0.0,in,NRCS
2020-11-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,35.24,degF,4.0,in,0.0,in,NRCS
2020-11-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,29.48,degF,4.0,in,0.0,in,NRCS
2020-11-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.5,in,29.3,degF,4.0,in,0.1,in,NRCS
2020-11-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.6,in,31.46,degF,5.0,in,0.2,in,NRCS
2020-11-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,17.6,degF,8.0,in,0.0,in,NRCS
2020-11-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,20.66,degF,7.0,in,0.0,in,NRCS
2020-11-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,18.32,degF,7.0,in,0.0,in,NRCS
2020-11-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,16.34,degF,7.0,in,0.0,in,NRCS
2020-11-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,21.56,degF,7.0,in,0.0,in,NRCS
2020-11-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,20.12,degF,7.0,in,0.0,in,NRCS
2020-11-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,23.9,degF,7.0,in,0.0,in,NRCS
2020-12-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,12.56,degF,7.0,in,0.0,in,NRCS
2020-12-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,9.14,degF,7.0,in,0.0,in,NRCS
2020-12-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,18.32,degF,7.0,in,0.0,in,NRCS
2020-12-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,26.78,degF,7.0,in,0.0,in,NRCS
2020-12-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,26.42,degF,7.0,in,0.0,in,NRCS
2020-12-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,24.62,degF,7.0,in,0.0,in,NRCS
2020-12-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,27.14,degF,7.0,in,0.0,in,NRCS
2020-12-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,28.76,degF,7.0,in,0.0,in,NRCS
2020-12-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,29.48,degF,7.0,in,0.0,in,NRCS
2020-12-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.8,in,25.88,degF,6.0,in,0.1,in,NRCS
2020-12-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),1.9,in,14.9,degF,6.0,in,0.2,in,NRCS
2020-12-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),2.1,in,9.32,degF,9.0,in,0.6,in,NRCS
2020-12-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),2.6,in,9.86,degF,15.0,in,0.1,in,NRCS
2020-12-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),2.7,in,14.0,degF,16.0,in,0.1,in,NRCS
2020-12-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),2.8,in,8.06,degF,17.0,in,0.0,in,NRCS
2020-12-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),2.8,in,11.66,degF,16.0,in,0.0,in,NRCS
2020-12-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),2.8,in,20.84,degF,16.0,in,0.2,in,NRCS
2020-12-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.0,in,14.36,degF,21.0,in,0.0,in,NRCS
2020-12-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.0,in,13.64,degF,20.0,in,0.0,in,NRCS
2020-12-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.0,in,19.94,degF,16.0,in,0.2,in,NRCS
2020-12-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.2,in,26.96,degF,15.0,in,0.0,in,NRCS
2020-12-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.2,in,22.1,degF,15.0,in,0.0,in,NRCS
2020-12-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.2,in,1.22,degF,15.0,in,0.0,in,NRCS
2020-12-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.2,in,11.3,degF,14.0,in,0.0,in,NRCS
2020-12-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.2,in,23.9,degF,14.0,in,0.1,in,NRCS
2020-12-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.3,in,25.52,degF,15.0,in,0.0,in,NRCS
2020-12-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.3,in,15.26,degF,15.0,in,0.0,in,NRCS
2020-12-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.3,in,20.66,degF,15.0,in,0.3,in,NRCS
2020-12-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.6,in,10.4,degF,20.0,in,0.0,in,NRCS
2020-12-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.6,in,10.22,degF,18.0,in,0.0,in,NRCS
2020-12-31 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.6,in,16.34,degF,18.0,in,0.0,in,NRCS
2021-01-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.6,in,14.54,degF,17.0,in,0.0,in,NRCS
2021-01-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.6,in,14.18,degF,17.0,in,0.0,in,NRCS
2021-01-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.6,in,18.68,degF,17.0,in,0.1,in,NRCS
2021-01-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,24.08,degF,17.0,in,0.0,in,NRCS
2021-01-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,17.78,degF,17.0,in,0.0,in,NRCS
2021-01-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,15.26,degF,17.0,in,0.0,in,NRCS
2021-01-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,20.48,degF,17.0,in,0.0,in,NRCS
2021-01-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,17.78,degF,17.0,in,0.0,in,NRCS
2021-01-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,15.08,degF,17.0,in,0.0,in,NRCS
2021-01-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,9.14,degF,17.0,in,0.0,in,NRCS
2021-01-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,13.28,degF,17.0,in,0.0,in,NRCS
2021-01-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,21.56,degF,16.0,in,0.0,in,NRCS
2021-01-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,26.24,degF,16.0,in,0.0,in,NRCS
2021-01-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,14.18,degF,16.0,in,0.0,in,NRCS
2021-01-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,19.58,degF,16.0,in,0.0,in,NRCS
2021-01-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,20.84,degF,16.0,in,0.0,in,NRCS
2021-01-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,25.16,degF,16.0,in,0.0,in,NRCS
2021-01-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,17.78,degF,16.0,in,0.0,in,NRCS
2021-01-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,17.6,degF,16.0,in,0.0,in,NRCS
2021-01-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.7,in,23.9,degF,16.0,in,0.1,in,NRCS
2021-01-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.8,in,22.1,degF,16.0,in,0.0,in,NRCS
2021-01-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),3.8,in,23.36,degF,16.0,in,0.2,in,NRCS
2021-01-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.0,in,19.04,degF,18.0,in,0.2,in,NRCS
2021-01-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.2,in,17.06,degF,20.0,in,0.3,in,NRCS
2021-01-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.5,in,12.56,degF,23.0,in,0.2,in,NRCS
2021-01-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.7,in,8.06,degF,24.0,in,0.1,in,NRCS
2021-01-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.8,in,12.74,degF,25.0,in,0.1,in,NRCS
2021-01-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),4.9,in,27.5,degF,26.0,in,0.1,in,NRCS
2021-01-29 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),5.0,in,25.52,degF,26.0,in,0.1,in,NRCS
2021-01-30 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),5.1,in,16.7,degF,27.0,in,0.2,in,NRCS
2021-01-31 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),5.3,in,18.86,degF,27.0,in,0.1,in,NRCS
2021-02-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),5.4,in,29.48,degF,28.0,in,0.0,in,NRCS
2021-02-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),5.4,in,31.28,degF,27.0,in,0.1,in,NRCS
2021-02-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),5.5,in,26.42,degF,30.0,in,0.6,in,NRCS
2021-02-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.1,in,9.5,degF,31.0,in,0.1,in,NRCS
2021-02-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.2,in,12.02,degF,30.0,in,0.1,in,NRCS
2021-02-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.3,in,15.8,degF,31.0,in,0.0,in,NRCS
2021-02-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.3,in,20.84,degF,30.0,in,0.0,in,NRCS
2021-02-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.3,in,25.34,degF,30.0,in,0.1,in,NRCS
2021-02-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.4,in,24.98,degF,32.0,in,0.1,in,NRCS
2021-02-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.5,in,21.56,degF,33.0,in,0.0,in,NRCS
2021-02-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.5,in,24.62,degF,32.0,in,0.1,in,NRCS
2021-02-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),6.6,in,24.62,degF,33.0,in,0.5,in,NRCS
2021-02-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.1,in,21.56,degF,36.0,in,0.6,in,NRCS
2021-02-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.7,in,13.46,degF,36.0,in,0.1,in,NRCS
2021-02-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.7,in,10.22,degF,39.0,in,0.2,in,NRCS
2021-02-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),7.8,in,14.0,degF,42.0,in,0.3,in,NRCS
2021-02-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.1,in,9.5,degF,45.0,in,0.5,in,NRCS
2021-02-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.5,in,4.46,degF,45.0,in,0.0,in,NRCS
2021-02-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.5,in,17.6,degF,43.0,in,0.2,in,NRCS
2021-02-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.7,in,19.76,degF,42.0,in,0.2,in,NRCS
2021-02-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.9,in,9.86,degF,42.0,in,0.0,in,NRCS
2021-02-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),8.9,in,20.12,degF,42.0,in,0.1,in,NRCS
2021-02-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.0,in,24.98,degF,42.0,in,0.0,in,NRCS
2021-02-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.0,in,17.24,degF,39.0,in,0.0,in,NRCS
2021-02-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.0,in,14.36,degF,37.0,in,0.0,in,NRCS
2021-02-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.0,in,17.42,degF,37.0,in,0.1,in,NRCS
2021-02-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.1,in,8.6,degF,38.0,in,0.0,in,NRCS
2021-02-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.1,in,3.02,degF,38.0,in,0.0,in,NRCS
2021-03-01 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.1,in,19.76,degF,38.0,in,0.1,in,NRCS
2021-03-02 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.1,in,25.16,degF,36.0,in,0.0,in,NRCS
2021-03-03 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.1,in,29.66,degF,37.0,in,0.0,in,NRCS
2021-03-04 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.1,in,24.08,degF,36.0,in,0.1,in,NRCS
2021-03-05 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.2,in,26.96,degF,40.0,in,0.2,in,NRCS
2021-03-06 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.4,in,32.18,degF,36.0,in,0.1,in,NRCS
2021-03-07 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.4,in,34.7,degF,37.0,in,0.0,in,NRCS
2021-03-08 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.4,in,33.08,degF,35.0,in,0.0,in,NRCS
2021-03-09 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.4,in,30.56,degF,35.0,in,0.3,in,NRCS
2021-03-10 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.7,in,17.96,degF,36.0,in,0.1,in,NRCS
2021-03-11 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),9.8,in,18.32,degF,36.0,in,0.4,in,NRCS
2021-03-12 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.1,in,23.72,degF,37.0,in,0.2,in,NRCS
2021-03-13 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.3,in,21.2,degF,42.0,in,0.4,in,NRCS
2021-03-14 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),10.7,in,17.24,degF,45.0,in,0.6,in,NRCS
2021-03-15 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.3,in,24.44,degF,46.0,in,0.2,in,NRCS
2021-03-16 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.4,in,21.74,degF,49.0,in,0.3,in,NRCS
2021-03-17 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.6,in,18.86,degF,49.0,in,0.0,in,NRCS
2021-03-18 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.6,in,25.52,degF,49.0,in,0.1,in,NRCS
2021-03-19 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.7,in,33.08,degF,47.0,in,0.1,in,NRCS
2021-03-20 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.8,in,34.16,degF,45.0,in,0.1,in,NRCS
2021-03-21 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),11.9,in,23.0,degF,45.0,in,0.2,in,NRCS
2021-03-22 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.1,in,19.76,degF,45.0,in,0.0,in,NRCS
2021-03-23 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.1,in,17.96,degF,45.0,in,0.4,in,NRCS
2021-03-24 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.4,in,18.86,degF,47.0,in,0.1,in,NRCS
2021-03-25 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.5,in,19.22,degF,47.0,in,0.5,in,NRCS
2021-03-26 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),12.8,in,20.66,degF,48.0,in,0.4,in,NRCS
2021-03-27 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),13.0,in,21.38,degF,50.0,in,0.1,in,NRCS
2021-03-28 08:00:00+00:00,622:CO:SNTL,POINT Z (-108.05756 39.05738 10168),13.1,in,28.04,degF,53.0,in,0.3,in,NRCS
